experiment,graph,skeleton,nodes,hpx_threads,workers,spawn_depth,backtrack_budget,run,timeout,wall_ms,cpu_ms,vc_size,exit_code,log_file
PAR,p_hat300-1.clq,budget,1,32,31,5,10000000,1,120m,546,56,292,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-1.clq.ywp.budget.n1.t32.r1.log
PAR,p_hat300-1.clq,budget,2,32,62,5,10000000,1,120m,985,81,292,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-1.clq.ywp.budget.n2.t32.r1.log
PAR,p_hat300-1.clq,budget,4,32,124,5,10000000,1,120m,1014,87,292,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-1.clq.ywp.budget.n4.t32.r1.log
PAR,p_hat300-1.clq,budget,8,32,248,5,10000000,1,120m,1063,100,292,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-1.clq.ywp.budget.n8.t32.r1.log
PAR,p_hat300-1.clq,stacksteal,1,32,31,5,10000000,1,120m,525,29,292,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-1.clq.ywp.stacksteal.n1.t32.r1.log
PAR,p_hat300-1.clq,stacksteal,2,32,62,5,10000000,1,120m,947,37,292,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-1.clq.ywp.stacksteal.n2.t32.r1.log
PAR,p_hat300-1.clq,stacksteal,4,32,124,5,10000000,1,120m,973,45,292,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-1.clq.ywp.stacksteal.n4.t32.r1.log
PAR,p_hat300-1.clq,stacksteal,8,32,248,5,10000000,1,120m,1467,68,292,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-1.clq.ywp.stacksteal.n8.t32.r1.log
PAR,p_hat300-2.clq,depthbounded,1,32,31,5,10000000,1,120m,924,422,275,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-2.clq.ywp.depthbounded.n1.t32.r1.log
PAR,p_hat300-2.clq,depthbounded,2,32,62,5,10000000,1,120m,1437,505,275,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-2.clq.ywp.depthbounded.n2.t32.r1.log
PAR,p_hat300-2.clq,depthbounded,4,32,124,5,10000000,1,120m,1470,504,275,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-2.clq.ywp.depthbounded.n4.t32.r1.log
PAR,p_hat300-2.clq,depthbounded,8,32,248,5,10000000,1,120m,1500,519,275,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-2.clq.ywp.depthbounded.n8.t32.r1.log
PAR,p_hat300-2.clq,budget,1,32,31,5,10000000,1,120m,959,416,275,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-2.clq.ywp.budget.n1.t32.r1.log
PAR,p_hat300-2.clq,budget,2,32,62,5,10000000,1,120m,1421,467,275,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-2.clq.ywp.budget.n2.t32.r1.log
PAR,p_hat300-2.clq,budget,4,32,124,5,10000000,1,120m,1437,476,275,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-2.clq.ywp.budget.n4.t32.r1.log
PAR,p_hat300-2.clq,budget,8,32,248,5,10000000,1,120m,1460,488,275,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-2.clq.ywp.budget.n8.t32.r1.log
PAR,p_hat300-2.clq,stacksteal,1,32,31,5,10000000,1,120m,594,58,275,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-2.clq.ywp.stacksteal.n1.t32.r1.log
PAR,p_hat300-2.clq,stacksteal,2,32,62,5,10000000,1,120m,1037,87,275,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-2.clq.ywp.stacksteal.n2.t32.r1.log
PAR,p_hat300-2.clq,stacksteal,4,32,124,5,10000000,1,120m,1047,88,275,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-2.clq.ywp.stacksteal.n4.t32.r1.log
PAR,p_hat300-2.clq,stacksteal,8,32,248,5,10000000,1,120m,1094,110,275,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-2.clq.ywp.stacksteal.n8.t32.r1.log
PAR,p_hat300-3.clq,depthbounded,1,32,31,5,10000000,1,120m,22954,22406,264,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-3.clq.ywp.depthbounded.n1.t32.r1.log
PAR,p_hat300-3.clq,depthbounded,2,32,62,5,10000000,1,120m,23622,22508,264,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-3.clq.ywp.depthbounded.n2.t32.r1.log
PAR,p_hat300-3.clq,depthbounded,4,32,124,5,10000000,1,120m,24082,22510,264,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-3.clq.ywp.depthbounded.n4.t32.r1.log
PAR,p_hat300-3.clq,depthbounded,8,32,248,5,10000000,1,120m,24110,22509,264,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-3.clq.ywp.depthbounded.n8.t32.r1.log
PAR,p_hat300-3.clq,budget,1,32,31,5,10000000,1,120m,23887,23326,264,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-3.clq.ywp.budget.n1.t32.r1.log
PAR,p_hat300-3.clq,budget,2,32,62,5,10000000,1,120m,24951,23408,264,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-3.clq.ywp.budget.n2.t32.r1.log
PAR,p_hat300-3.clq,budget,4,32,124,5,10000000,1,120m,24976,23417,264,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-3.clq.ywp.budget.n4.t32.r1.log
PAR,p_hat300-3.clq,budget,8,32,248,5,10000000,1,120m,25036,23413,264,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-3.clq.ywp.budget.n8.t32.r1.log
PAR,p_hat300-3.clq,stacksteal,1,32,31,5,10000000,1,120m,7201044,,,124,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-3.clq.ywp.stacksteal.n1.t32.r1.log
PAR,p_hat300-3.clq,stacksteal,2,32,62,5,10000000,1,120m,2615,945,264,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-3.clq.ywp.stacksteal.n2.t32.r1.log
PAR,p_hat300-3.clq,stacksteal,4,32,124,5,10000000,1,120m,2418,791,264,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-3.clq.ywp.stacksteal.n4.t32.r1.log
PAR,p_hat300-3.clq,stacksteal,8,32,248,5,10000000,1,120m,2217,531,264,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-3.clq.ywp.stacksteal.n8.t32.r1.log
PAR,p_hat500-1.clq,depthbounded,1,32,31,5,10000000,1,120m,1380,831,491,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-1.clq.ywp.depthbounded.n1.t32.r1.log
PAR,p_hat500-1.clq,depthbounded,2,32,62,5,10000000,1,120m,1885,918,491,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-1.clq.ywp.depthbounded.n2.t32.r1.log
PAR,p_hat500-1.clq,depthbounded,4,32,124,5,10000000,1,120m,1894,913,491,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-1.clq.ywp.depthbounded.n4.t32.r1.log
PAR,p_hat500-1.clq,depthbounded,8,32,248,5,10000000,1,120m,1963,933,491,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-1.clq.ywp.depthbounded.n8.t32.r1.log
PAR,p_hat500-1.clq,budget,1,32,31,5,10000000,1,120m,1362,824,491,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-1.clq.ywp.budget.n1.t32.r1.log
PAR,p_hat500-1.clq,budget,2,32,62,5,10000000,1,120m,1833,878,491,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-1.clq.ywp.budget.n2.t32.r1.log
PAR,p_hat500-1.clq,budget,4,32,124,5,10000000,1,120m,1860,884,491,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-1.clq.ywp.budget.n4.t32.r1.log
PAR,p_hat500-1.clq,budget,8,32,248,5,10000000,1,120m,1904,899,491,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-1.clq.ywp.budget.n8.t32.r1.log
PAR,p_hat500-1.clq,stacksteal,1,32,31,5,10000000,1,120m,672,106,491,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-1.clq.ywp.stacksteal.n1.t32.r1.log
PAR,p_hat500-1.clq,stacksteal,2,32,62,5,10000000,1,120m,1082,117,491,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-1.clq.ywp.stacksteal.n2.t32.r1.log
PAR,p_hat500-1.clq,stacksteal,4,32,124,5,10000000,1,120m,1121,142,491,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-1.clq.ywp.stacksteal.n4.t32.r1.log
PAR,p_hat500-1.clq,stacksteal,8,32,248,5,10000000,1,120m,1146,143,491,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-1.clq.ywp.stacksteal.n8.t32.r1.log
PAR,p_hat500-2.clq,depthbounded,1,32,31,5,10000000,1,120m,10906,10334,464,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-2.clq.ywp.depthbounded.n1.t32.r1.log
PAR,p_hat500-2.clq,depthbounded,2,32,62,5,10000000,1,120m,11584,10426,464,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-2.clq.ywp.depthbounded.n2.t32.r1.log
PAR,p_hat500-2.clq,depthbounded,4,32,124,5,10000000,1,120m,11594,10425,464,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-2.clq.ywp.depthbounded.n4.t32.r1.log
PAR,p_hat500-2.clq,depthbounded,8,32,248,5,10000000,1,120m,11656,10436,464,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-2.clq.ywp.depthbounded.n8.t32.r1.log
PAR,p_hat500-2.clq,budget,1,32,31,5,10000000,1,120m,11425,10825,464,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-2.clq.ywp.budget.n1.t32.r1.log
PAR,p_hat500-2.clq,budget,2,32,62,5,10000000,1,120m,12491,10885,464,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-2.clq.ywp.budget.n2.t32.r1.log
PAR,p_hat500-2.clq,budget,4,32,124,5,10000000,1,120m,12526,10915,464,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-2.clq.ywp.budget.n4.t32.r1.log
PAR,p_hat500-2.clq,budget,8,32,248,5,10000000,1,120m,12588,10931,464,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-2.clq.ywp.budget.n8.t32.r1.log
PAR,p_hat500-2.clq,stacksteal,1,32,31,5,10000000,1,120m,1118,493,464,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-2.clq.ywp.stacksteal.n1.t32.r1.log
PAR,p_hat500-2.clq,stacksteal,2,32,62,5,10000000,1,120m,1877,838,464,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-2.clq.ywp.stacksteal.n2.t32.r1.log
PAR,p_hat500-2.clq,stacksteal,4,32,124,5,10000000,1,120m,1604,563,464,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-2.clq.ywp.stacksteal.n4.t32.r1.log
PAR,p_hat500-2.clq,stacksteal,8,32,248,5,10000000,1,120m,1470,404,464,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-2.clq.ywp.stacksteal.n8.t32.r1.log
PAR,p_hat500-3.clq,depthbounded,1,32,31,5,10000000,1,120m,4076574,4075908,450,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-3.clq.ywp.depthbounded.n1.t32.r1.log
PAR,p_hat500-3.clq,depthbounded,2,32,62,5,10000000,1,120m,4069851,4068071,450,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-3.clq.ywp.depthbounded.n2.t32.r1.log
PAR,p_hat500-3.clq,depthbounded,4,32,124,5,10000000,1,120m,4077456,4075673,450,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-3.clq.ywp.depthbounded.n4.t32.r1.log
PAR,p_hat500-3.clq,depthbounded,8,32,248,5,10000000,1,120m,4071989,4070178,450,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-3.clq.ywp.depthbounded.n8.t32.r1.log
PAR,p_hat500-3.clq,budget,1,32,31,5,10000000,1,120m,246305,245624,450,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-3.clq.ywp.budget.n1.t32.r1.log
PAR,p_hat500-3.clq,budget,2,32,62,5,10000000,1,120m,201086,199357,450,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-3.clq.ywp.budget.n2.t32.r1.log
PAR,p_hat500-3.clq,budget,4,32,124,5,10000000,1,120m,164373,162611,450,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-3.clq.ywp.budget.n4.t32.r1.log
PAR,p_hat500-3.clq,budget,8,32,248,5,10000000,1,120m,148290,146475,450,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-3.clq.ywp.budget.n8.t32.r1.log
PAR,p_hat500-3.clq,stacksteal,1,32,31,5,10000000,1,120m,151413,150749,450,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-3.clq.ywp.stacksteal.n1.t32.r1.log
PAR,p_hat500-3.clq,stacksteal,2,32,62,5,10000000,1,120m,131212,127431,450,139,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-3.clq.ywp.stacksteal.n2.t32.r1.log
PAR,p_hat500-3.clq,stacksteal,4,32,124,5,10000000,1,120m,7202081,,,124,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-3.clq.ywp.stacksteal.n4.t32.r1.log
PAR,p_hat500-3.clq,stacksteal,8,32,248,5,10000000,1,120m,37001,32067,450,139,/cluster/YewParVCTest/results_vc_full/logs/p_hat500-3.clq.ywp.stacksteal.n8.t32.r1.log
PAR,p_hat700-1.clq,depthbounded,1,32,31,5,10000000,1,120m,3465,2834,689,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat700-1.clq.ywp.depthbounded.n1.t32.r1.log
PAR,p_hat700-1.clq,depthbounded,2,32,62,5,10000000,1,120m,3950,2920,689,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat700-1.clq.ywp.depthbounded.n2.t32.r1.log
PAR,p_hat700-1.clq,depthbounded,4,32,124,5,10000000,1,120m,3936,2919,689,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat700-1.clq.ywp.depthbounded.n4.t32.r1.log
PAR,p_hat700-1.clq,depthbounded,8,32,248,5,10000000,1,120m,4129,2930,689,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat700-1.clq.ywp.depthbounded.n8.t32.r1.log
PAR,p_hat700-1.clq,budget,1,32,31,5,10000000,1,120m,3928,3324,689,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat700-1.clq.ywp.budget.n1.t32.r1.log
PAR,p_hat700-1.clq,budget,2,32,62,5,10000000,1,120m,3877,2880,689,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat700-1.clq.ywp.budget.n2.t32.r1.log
PAR,p_hat700-1.clq,budget,4,32,124,5,10000000,1,120m,3930,2893,689,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat700-1.clq.ywp.budget.n4.t32.r1.log
PAR,p_hat700-1.clq,budget,8,32,248,5,10000000,1,120m,4595,2921,689,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat700-1.clq.ywp.budget.n8.t32.r1.log
PAR,p_hat700-1.clq,stacksteal,1,32,31,5,10000000,1,120m,876,257,689,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat700-1.clq.ywp.stacksteal.n1.t32.r1.log
PAR,p_hat700-1.clq,stacksteal,2,32,62,5,10000000,1,120m,1324,305,689,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat700-1.clq.ywp.stacksteal.n2.t32.r1.log
PAR,p_hat700-1.clq,stacksteal,4,32,124,5,10000000,1,120m,1347,319,689,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat700-1.clq.ywp.stacksteal.n4.t32.r1.log
PAR,p_hat700-1.clq,stacksteal,8,32,248,5,10000000,1,120m,1431,359,689,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat700-1.clq.ywp.stacksteal.n8.t32.r1.log
PAR,p_hat700-2.clq,depthbounded,1,32,31,5,10000000,1,120m,109032,108350,656,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat700-2.clq.ywp.depthbounded.n1.t32.r1.log
PAR,p_hat700-2.clq,depthbounded,2,32,62,5,10000000,1,120m,110209,108494,656,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat700-2.clq.ywp.depthbounded.n2.t32.r1.log
PAR,p_hat700-2.clq,depthbounded,4,32,124,5,10000000,1,120m,110273,108553,656,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat700-2.clq.ywp.depthbounded.n4.t32.r1.log
PAR,p_hat700-2.clq,depthbounded,8,32,248,5,10000000,1,120m,110261,108500,656,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat700-2.clq.ywp.depthbounded.n8.t32.r1.log
PAR,p_hat700-2.clq,budget,1,32,31,5,10000000,1,120m,111544,110837,656,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat700-2.clq.ywp.budget.n1.t32.r1.log
PAR,p_hat700-2.clq,budget,2,32,62,5,10000000,1,120m,113113,111443,656,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat700-2.clq.ywp.budget.n2.t32.r1.log
PAR,p_hat700-2.clq,budget,4,32,124,5,10000000,1,120m,112704,110976,656,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat700-2.clq.ywp.budget.n4.t32.r1.log
PAR,p_hat700-2.clq,budget,8,32,248,5,10000000,1,120m,113319,111524,656,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat700-2.clq.ywp.budget.n8.t32.r1.log
PAR,p_hat700-2.clq,stacksteal,1,32,31,5,10000000,1,120m,5204,4467,656,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat700-2.clq.ywp.stacksteal.n1.t32.r1.log
PAR,p_hat700-2.clq,stacksteal,2,32,62,5,10000000,1,120m,5572,4000,656,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat700-2.clq.ywp.stacksteal.n2.t32.r1.log
PAR,p_hat700-2.clq,stacksteal,4,32,124,5,10000000,1,120m,5619,3890,656,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat700-2.clq.ywp.stacksteal.n4.t32.r1.log
PAR,p_hat700-2.clq,stacksteal,8,32,248,5,10000000,1,120m,4015,2261,656,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat700-2.clq.ywp.stacksteal.n8.t32.r1.log
