experiment,graph,skeleton,nodes,hpx_threads,workers,spawn_depth,backtrack_budget,run,timeout,wall_ms,cpu_ms,vc_size,exit_code,log_file
PAR,c-fat200-1.clq,stacksteal,8,32,248,5,10000000,1,120m,3147,79,188,139,/cluster/YewParVCTest/results_vc_full/logs/c-fat200-1.clq.ywp.stacksteal.n8.t32.r1.log
PAR,c-fat200-2.clq,depthbounded,1,32,31,5,10000000,1,120m,544,18,176,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat200-2.clq.ywp.depthbounded.n1.t32.r1.log
PAR,c-fat200-2.clq,depthbounded,2,32,62,5,10000000,1,120m,965,81,176,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat200-2.clq.ywp.depthbounded.n2.t32.r1.log
PAR,c-fat200-2.clq,depthbounded,4,32,124,5,10000000,1,120m,987,86,176,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat200-2.clq.ywp.depthbounded.n4.t32.r1.log
PAR,c-fat200-2.clq,depthbounded,8,32,248,5,10000000,1,120m,1030,99,176,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat200-2.clq.ywp.depthbounded.n8.t32.r1.log
PAR,c-fat200-2.clq,budget,1,32,31,5,10000000,1,120m,487,11,176,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat200-2.clq.ywp.budget.n1.t32.r1.log
PAR,c-fat200-2.clq,budget,2,32,62,5,10000000,1,120m,911,28,176,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat200-2.clq.ywp.budget.n2.t32.r1.log
PAR,c-fat200-2.clq,budget,4,32,124,5,10000000,1,120m,937,37,176,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat200-2.clq.ywp.budget.n4.t32.r1.log
PAR,c-fat200-2.clq,budget,8,32,248,5,10000000,1,120m,976,49,176,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat200-2.clq.ywp.budget.n8.t32.r1.log
PAR,c-fat200-2.clq,stacksteal,1,32,31,5,10000000,1,120m,469,9,176,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat200-2.clq.ywp.stacksteal.n1.t32.r1.log
PAR,c-fat200-2.clq,stacksteal,2,32,62,5,10000000,1,120m,3011,12,176,139,/cluster/YewParVCTest/results_vc_full/logs/c-fat200-2.clq.ywp.stacksteal.n2.t32.r1.log
PAR,c-fat200-2.clq,stacksteal,4,32,124,5,10000000,1,120m,1367,21,176,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat200-2.clq.ywp.stacksteal.n4.t32.r1.log
PAR,c-fat200-2.clq,stacksteal,8,32,248,5,10000000,1,120m,3113,45,176,139,/cluster/YewParVCTest/results_vc_full/logs/c-fat200-2.clq.ywp.stacksteal.n8.t32.r1.log
PAR,c-fat200-5.clq,depthbounded,1,32,31,5,10000000,1,120m,563,15,142,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat200-5.clq.ywp.depthbounded.n1.t32.r1.log
PAR,c-fat200-5.clq,depthbounded,2,32,62,5,10000000,1,120m,1003,84,142,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat200-5.clq.ywp.depthbounded.n2.t32.r1.log
PAR,c-fat200-5.clq,depthbounded,4,32,124,5,10000000,1,120m,1038,88,142,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat200-5.clq.ywp.depthbounded.n4.t32.r1.log
PAR,c-fat200-5.clq,depthbounded,8,32,248,5,10000000,1,120m,1050,101,142,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat200-5.clq.ywp.depthbounded.n8.t32.r1.log
PAR,c-fat200-5.clq,budget,1,32,31,5,10000000,1,120m,496,11,142,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat200-5.clq.ywp.budget.n1.t32.r1.log
PAR,c-fat200-5.clq,budget,2,32,62,5,10000000,1,120m,930,29,142,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat200-5.clq.ywp.budget.n2.t32.r1.log
PAR,c-fat200-5.clq,budget,4,32,124,5,10000000,1,120m,942,36,142,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat200-5.clq.ywp.budget.n4.t32.r1.log
PAR,c-fat200-5.clq,budget,8,32,248,5,10000000,1,120m,996,49,142,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat200-5.clq.ywp.budget.n8.t32.r1.log
PAR,c-fat200-5.clq,stacksteal,1,32,31,5,10000000,1,120m,502,10,142,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat200-5.clq.ywp.stacksteal.n1.t32.r1.log
PAR,c-fat200-5.clq,stacksteal,2,32,62,5,10000000,1,120m,3049,15,142,139,/cluster/YewParVCTest/results_vc_full/logs/c-fat200-5.clq.ywp.stacksteal.n2.t32.r1.log
PAR,c-fat200-5.clq,stacksteal,4,32,124,5,10000000,1,120m,3102,22,142,139,/cluster/YewParVCTest/results_vc_full/logs/c-fat200-5.clq.ywp.stacksteal.n4.t32.r1.log
PAR,c-fat200-5.clq,stacksteal,8,32,248,5,10000000,1,120m,3569,46,142,139,/cluster/YewParVCTest/results_vc_full/logs/c-fat200-5.clq.ywp.stacksteal.n8.t32.r1.log
PAR,c-fat500-1.clq,depthbounded,1,32,31,5,10000000,1,120m,556,21,486,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-1.clq.ywp.depthbounded.n1.t32.r1.log
PAR,c-fat500-1.clq,depthbounded,2,32,62,5,10000000,1,120m,991,87,486,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-1.clq.ywp.depthbounded.n2.t32.r1.log
PAR,c-fat500-1.clq,depthbounded,4,32,124,5,10000000,1,120m,1009,91,486,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-1.clq.ywp.depthbounded.n4.t32.r1.log
PAR,c-fat500-1.clq,depthbounded,8,32,248,5,10000000,1,120m,1054,105,486,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-1.clq.ywp.depthbounded.n8.t32.r1.log
PAR,c-fat500-1.clq,budget,1,32,31,5,10000000,1,120m,520,18,486,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-1.clq.ywp.budget.n1.t32.r1.log
PAR,c-fat500-1.clq,budget,2,32,62,5,10000000,1,120m,937,35,486,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-1.clq.ywp.budget.n2.t32.r1.log
PAR,c-fat500-1.clq,budget,4,32,124,5,10000000,1,120m,925,42,486,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-1.clq.ywp.budget.n4.t32.r1.log
PAR,c-fat500-1.clq,budget,8,32,248,5,10000000,1,120m,1440,57,486,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-1.clq.ywp.budget.n8.t32.r1.log
PAR,c-fat500-1.clq,stacksteal,1,32,31,5,10000000,1,120m,513,13,486,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-1.clq.ywp.stacksteal.n1.t32.r1.log
PAR,c-fat500-1.clq,stacksteal,2,32,62,5,10000000,1,120m,3069,23,486,139,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-1.clq.ywp.stacksteal.n2.t32.r1.log
PAR,c-fat500-1.clq,stacksteal,4,32,124,5,10000000,1,120m,982,32,486,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-1.clq.ywp.stacksteal.n4.t32.r1.log
PAR,c-fat500-1.clq,stacksteal,8,32,248,5,10000000,1,120m,4172,126,486,139,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-1.clq.ywp.stacksteal.n8.t32.r1.log
PAR,c-fat500-2.clq,depthbounded,1,32,31,5,10000000,1,120m,567,21,474,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-2.clq.ywp.depthbounded.n1.t32.r1.log
PAR,c-fat500-2.clq,depthbounded,2,32,62,5,10000000,1,120m,1003,84,474,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-2.clq.ywp.depthbounded.n2.t32.r1.log
PAR,c-fat500-2.clq,depthbounded,4,32,124,5,10000000,1,120m,1006,94,474,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-2.clq.ywp.depthbounded.n4.t32.r1.log
PAR,c-fat500-2.clq,depthbounded,8,32,248,5,10000000,1,120m,1058,105,474,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-2.clq.ywp.depthbounded.n8.t32.r1.log
PAR,c-fat500-2.clq,budget,1,32,31,5,10000000,1,120m,517,18,474,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-2.clq.ywp.budget.n1.t32.r1.log
PAR,c-fat500-2.clq,budget,2,32,62,5,10000000,1,120m,941,34,474,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-2.clq.ywp.budget.n2.t32.r1.log
PAR,c-fat500-2.clq,budget,4,32,124,5,10000000,1,120m,951,42,474,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-2.clq.ywp.budget.n4.t32.r1.log
PAR,c-fat500-2.clq,budget,8,32,248,5,10000000,1,120m,984,57,474,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-2.clq.ywp.budget.n8.t32.r1.log
PAR,c-fat500-2.clq,stacksteal,1,32,31,5,10000000,1,120m,511,14,474,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-2.clq.ywp.stacksteal.n1.t32.r1.log
PAR,c-fat500-2.clq,stacksteal,2,32,62,5,10000000,1,120m,918,23,474,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-2.clq.ywp.stacksteal.n2.t32.r1.log
PAR,c-fat500-2.clq,stacksteal,4,32,124,5,10000000,1,120m,953,27,474,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-2.clq.ywp.stacksteal.n4.t32.r1.log
PAR,c-fat500-2.clq,stacksteal,8,32,248,5,10000000,1,120m,987,56,474,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-2.clq.ywp.stacksteal.n8.t32.r1.log
PAR,c-fat500-5.clq,depthbounded,1,32,31,5,10000000,1,120m,503,19,436,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-5.clq.ywp.depthbounded.n1.t32.r1.log
PAR,c-fat500-5.clq,depthbounded,2,32,62,5,10000000,1,120m,972,80,436,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-5.clq.ywp.depthbounded.n2.t32.r1.log
PAR,c-fat500-5.clq,depthbounded,4,32,124,5,10000000,1,120m,1018,91,436,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-5.clq.ywp.depthbounded.n4.t32.r1.log
PAR,c-fat500-5.clq,depthbounded,8,32,248,5,10000000,1,120m,1086,104,436,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-5.clq.ywp.depthbounded.n8.t32.r1.log
PAR,c-fat500-5.clq,budget,1,32,31,5,10000000,1,120m,531,18,436,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-5.clq.ywp.budget.n1.t32.r1.log
PAR,c-fat500-5.clq,budget,2,32,62,5,10000000,1,120m,943,34,436,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-5.clq.ywp.budget.n2.t32.r1.log
PAR,c-fat500-5.clq,budget,4,32,124,5,10000000,1,120m,976,40,436,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-5.clq.ywp.budget.n4.t32.r1.log
PAR,c-fat500-5.clq,budget,8,32,248,5,10000000,1,120m,999,56,436,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-5.clq.ywp.budget.n8.t32.r1.log
PAR,c-fat500-5.clq,stacksteal,1,32,31,5,10000000,1,120m,512,13,436,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-5.clq.ywp.stacksteal.n1.t32.r1.log
PAR,c-fat500-5.clq,stacksteal,2,32,62,5,10000000,1,120m,947,22,436,0,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-5.clq.ywp.stacksteal.n2.t32.r1.log
PAR,c-fat500-5.clq,stacksteal,4,32,124,5,10000000,1,120m,3108,30,436,139,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-5.clq.ywp.stacksteal.n4.t32.r1.log
PAR,c-fat500-5.clq,stacksteal,8,32,248,5,10000000,1,120m,4631,56,436,139,/cluster/YewParVCTest/results_vc_full/logs/c-fat500-5.clq.ywp.stacksteal.n8.t32.r1.log
PAR,DSJC500_5.clq,depthbounded,1,32,31,5,10000000,1,120m,63475,62841,487,0,/cluster/YewParVCTest/results_vc_full/logs/DSJC500_5.clq.ywp.depthbounded.n1.t32.r1.log
PAR,DSJC500_5.clq,depthbounded,2,32,62,5,10000000,1,120m,64579,62955,487,0,/cluster/YewParVCTest/results_vc_full/logs/DSJC500_5.clq.ywp.depthbounded.n2.t32.r1.log
PAR,DSJC500_5.clq,depthbounded,4,32,124,5,10000000,1,120m,64578,62951,487,0,/cluster/YewParVCTest/results_vc_full/logs/DSJC500_5.clq.ywp.depthbounded.n4.t32.r1.log
PAR,DSJC500_5.clq,depthbounded,8,32,248,5,10000000,1,120m,64626,62960,487,0,/cluster/YewParVCTest/results_vc_full/logs/DSJC500_5.clq.ywp.depthbounded.n8.t32.r1.log
PAR,DSJC500_5.clq,budget,1,32,31,5,10000000,1,120m,67447,66834,487,0,/cluster/YewParVCTest/results_vc_full/logs/DSJC500_5.clq.ywp.budget.n1.t32.r1.log
PAR,DSJC500_5.clq,budget,2,32,62,5,10000000,1,120m,68493,66920,487,0,/cluster/YewParVCTest/results_vc_full/logs/DSJC500_5.clq.ywp.budget.n2.t32.r1.log
PAR,DSJC500_5.clq,budget,4,32,124,5,10000000,1,120m,68590,66958,487,0,/cluster/YewParVCTest/results_vc_full/logs/DSJC500_5.clq.ywp.budget.n4.t32.r1.log
PAR,DSJC500_5.clq,budget,8,32,248,5,10000000,1,120m,68645,66978,487,0,/cluster/YewParVCTest/results_vc_full/logs/DSJC500_5.clq.ywp.budget.n8.t32.r1.log
PAR,DSJC500_5.clq,stacksteal,1,32,31,5,10000000,1,120m,3069,2432,487,0,/cluster/YewParVCTest/results_vc_full/logs/DSJC500_5.clq.ywp.stacksteal.n1.t32.r1.log
PAR,DSJC500_5.clq,stacksteal,2,32,62,5,10000000,1,120m,3843,2398,487,0,/cluster/YewParVCTest/results_vc_full/logs/DSJC500_5.clq.ywp.stacksteal.n2.t32.r1.log
PAR,DSJC500_5.clq,stacksteal,4,32,124,5,10000000,1,120m,3237,1687,487,0,/cluster/YewParVCTest/results_vc_full/logs/DSJC500_5.clq.ywp.stacksteal.n4.t32.r1.log
PAR,DSJC500_5.clq,stacksteal,8,32,248,5,10000000,1,120m,2867,1199,487,0,/cluster/YewParVCTest/results_vc_full/logs/DSJC500_5.clq.ywp.stacksteal.n8.t32.r1.log
PAR,gen200_p0.9_44.clq,depthbounded,1,32,31,5,10000000,1,120m,85125,84602,156,0,/cluster/YewParVCTest/results_vc_full/logs/gen200_p0.9_44.clq.ywp.depthbounded.n1.t32.r1.log
PAR,gen200_p0.9_44.clq,depthbounded,2,32,62,5,10000000,1,120m,86549,84992,156,0,/cluster/YewParVCTest/results_vc_full/logs/gen200_p0.9_44.clq.ywp.depthbounded.n2.t32.r1.log
PAR,gen200_p0.9_44.clq,depthbounded,4,32,124,5,10000000,1,120m,86437,84842,156,0,/cluster/YewParVCTest/results_vc_full/logs/gen200_p0.9_44.clq.ywp.depthbounded.n4.t32.r1.log
PAR,gen200_p0.9_44.clq,depthbounded,8,32,248,5,10000000,1,120m,86442,84833,156,0,/cluster/YewParVCTest/results_vc_full/logs/gen200_p0.9_44.clq.ywp.depthbounded.n8.t32.r1.log
PAR,gen200_p0.9_44.clq,budget,1,32,31,5,10000000,1,120m,67781,67232,156,0,/cluster/YewParVCTest/results_vc_full/logs/gen200_p0.9_44.clq.ywp.budget.n1.t32.r1.log
PAR,gen200_p0.9_44.clq,budget,2,32,62,5,10000000,1,120m,67692,66145,156,0,/cluster/YewParVCTest/results_vc_full/logs/gen200_p0.9_44.clq.ywp.budget.n2.t32.r1.log
PAR,gen200_p0.9_44.clq,budget,4,32,124,5,10000000,1,120m,66931,65347,156,0,/cluster/YewParVCTest/results_vc_full/logs/gen200_p0.9_44.clq.ywp.budget.n4.t32.r1.log
PAR,gen200_p0.9_44.clq,budget,8,32,248,5,10000000,1,120m,67492,65869,156,0,/cluster/YewParVCTest/results_vc_full/logs/gen200_p0.9_44.clq.ywp.budget.n8.t32.r1.log
PAR,gen200_p0.9_44.clq,stacksteal,1,32,31,5,10000000,1,120m,6206,5647,156,0,/cluster/YewParVCTest/results_vc_full/logs/gen200_p0.9_44.clq.ywp.stacksteal.n1.t32.r1.log
PAR,gen200_p0.9_44.clq,stacksteal,2,32,62,5,10000000,1,120m,6848,5448,156,0,/cluster/YewParVCTest/results_vc_full/logs/gen200_p0.9_44.clq.ywp.stacksteal.n2.t32.r1.log
PAR,gen200_p0.9_44.clq,stacksteal,4,32,124,5,10000000,1,120m,6986,5430,156,0,/cluster/YewParVCTest/results_vc_full/logs/gen200_p0.9_44.clq.ywp.stacksteal.n4.t32.r1.log
PAR,gen200_p0.9_44.clq,stacksteal,8,32,248,5,10000000,1,120m,7234,5623,156,0,/cluster/YewParVCTest/results_vc_full/logs/gen200_p0.9_44.clq.ywp.stacksteal.n8.t32.r1.log
PAR,gen200_p0.9_55.clq,depthbounded,1,32,31,5,10000000,1,120m,8901,8381,145,0,/cluster/YewParVCTest/results_vc_full/logs/gen200_p0.9_55.clq.ywp.depthbounded.n1.t32.r1.log
PAR,gen200_p0.9_55.clq,depthbounded,2,32,62,5,10000000,1,120m,9416,8456,145,0,/cluster/YewParVCTest/results_vc_full/logs/gen200_p0.9_55.clq.ywp.depthbounded.n2.t32.r1.log
PAR,gen200_p0.9_55.clq,depthbounded,4,32,124,5,10000000,1,120m,9577,8460,145,0,/cluster/YewParVCTest/results_vc_full/logs/gen200_p0.9_55.clq.ywp.depthbounded.n4.t32.r1.log
PAR,gen200_p0.9_55.clq,depthbounded,8,32,248,5,10000000,1,120m,9601,8469,145,0,/cluster/YewParVCTest/results_vc_full/logs/gen200_p0.9_55.clq.ywp.depthbounded.n8.t32.r1.log
PAR,gen200_p0.9_55.clq,budget,1,32,31,5,10000000,1,120m,20868,20326,145,0,/cluster/YewParVCTest/results_vc_full/logs/gen200_p0.9_55.clq.ywp.budget.n1.t32.r1.log
PAR,gen200_p0.9_55.clq,budget,2,32,62,5,10000000,1,120m,21922,20417,145,0,/cluster/YewParVCTest/results_vc_full/logs/gen200_p0.9_55.clq.ywp.budget.n2.t32.r1.log
PAR,gen200_p0.9_55.clq,budget,4,32,124,5,10000000,1,120m,21933,20398,145,0,/cluster/YewParVCTest/results_vc_full/logs/gen200_p0.9_55.clq.ywp.budget.n4.t32.r1.log
PAR,gen200_p0.9_55.clq,budget,8,32,248,5,10000000,1,120m,22010,20411,145,0,/cluster/YewParVCTest/results_vc_full/logs/gen200_p0.9_55.clq.ywp.budget.n8.t32.r1.log
PAR,gen200_p0.9_55.clq,stacksteal,1,32,31,5,10000000,1,120m,1437,908,145,0,/cluster/YewParVCTest/results_vc_full/logs/gen200_p0.9_55.clq.ywp.stacksteal.n1.t32.r1.log
PAR,gen200_p0.9_55.clq,stacksteal,2,32,62,5,10000000,1,120m,1724,315,145,0,/cluster/YewParVCTest/results_vc_full/logs/gen200_p0.9_55.clq.ywp.stacksteal.n2.t32.r1.log
PAR,gen200_p0.9_55.clq,stacksteal,4,32,124,5,10000000,1,120m,1183,213,145,0,/cluster/YewParVCTest/results_vc_full/logs/gen200_p0.9_55.clq.ywp.stacksteal.n4.t32.r1.log
PAR,gen200_p0.9_55.clq,stacksteal,8,32,248,5,10000000,1,120m,1183,182,145,0,/cluster/YewParVCTest/results_vc_full/logs/gen200_p0.9_55.clq.ywp.stacksteal.n8.t32.r1.log
PAR,hamming8-4.clq,depthbounded,1,32,31,5,10000000,1,120m,2913,2409,240,0,/cluster/YewParVCTest/results_vc_full/logs/hamming8-4.clq.ywp.depthbounded.n1.t32.r1.log
PAR,hamming8-4.clq,depthbounded,2,32,62,5,10000000,1,120m,3455,2477,240,0,/cluster/YewParVCTest/results_vc_full/logs/hamming8-4.clq.ywp.depthbounded.n2.t32.r1.log
PAR,hamming8-4.clq,depthbounded,4,32,124,5,10000000,1,120m,3448,2476,240,0,/cluster/YewParVCTest/results_vc_full/logs/hamming8-4.clq.ywp.depthbounded.n4.t32.r1.log
PAR,hamming8-4.clq,depthbounded,8,32,248,5,10000000,1,120m,3473,2485,240,0,/cluster/YewParVCTest/results_vc_full/logs/hamming8-4.clq.ywp.depthbounded.n8.t32.r1.log
PAR,hamming8-4.clq,budget,1,32,31,5,10000000,1,120m,3365,2824,240,0,/cluster/YewParVCTest/results_vc_full/logs/hamming8-4.clq.ywp.budget.n1.t32.r1.log
PAR,hamming8-4.clq,budget,2,32,62,5,10000000,1,120m,3824,2876,240,0,/cluster/YewParVCTest/results_vc_full/logs/hamming8-4.clq.ywp.budget.n2.t32.r1.log
PAR,hamming8-4.clq,budget,4,32,124,5,10000000,1,120m,4282,2883,240,0,/cluster/YewParVCTest/results_vc_full/logs/hamming8-4.clq.ywp.budget.n4.t32.r1.log
PAR,hamming8-4.clq,budget,8,32,248,5,10000000,1,120m,4027,2899,240,0,/cluster/YewParVCTest/results_vc_full/logs/hamming8-4.clq.ywp.budget.n8.t32.r1.log
PAR,hamming8-4.clq,stacksteal,1,32,31,5,10000000,1,120m,678,140,240,0,/cluster/YewParVCTest/results_vc_full/logs/hamming8-4.clq.ywp.stacksteal.n1.t32.r1.log
PAR,hamming8-4.clq,stacksteal,2,32,62,5,10000000,1,120m,1124,174,240,0,/cluster/YewParVCTest/results_vc_full/logs/hamming8-4.clq.ywp.stacksteal.n2.t32.r1.log
PAR,hamming8-4.clq,stacksteal,4,32,124,5,10000000,1,120m,1219,227,240,0,/cluster/YewParVCTest/results_vc_full/logs/hamming8-4.clq.ywp.stacksteal.n4.t32.r1.log
PAR,hamming8-4.clq,stacksteal,8,32,248,5,10000000,1,120m,1250,246,240,0,/cluster/YewParVCTest/results_vc_full/logs/hamming8-4.clq.ywp.stacksteal.n8.t32.r1.log
PAR,johnson16-2-4.clq,depthbounded,1,32,31,5,10000000,1,120m,4828,4348,112,0,/cluster/YewParVCTest/results_vc_full/logs/johnson16-2-4.clq.ywp.depthbounded.n1.t32.r1.log
PAR,johnson16-2-4.clq,depthbounded,2,32,62,5,10000000,1,120m,5364,4421,112,0,/cluster/YewParVCTest/results_vc_full/logs/johnson16-2-4.clq.ywp.depthbounded.n2.t32.r1.log
PAR,johnson16-2-4.clq,depthbounded,4,32,124,5,10000000,1,120m,5506,4413,112,0,/cluster/YewParVCTest/results_vc_full/logs/johnson16-2-4.clq.ywp.depthbounded.n4.t32.r1.log
PAR,johnson16-2-4.clq,depthbounded,8,32,248,5,10000000,1,120m,5993,4434,112,0,/cluster/YewParVCTest/results_vc_full/logs/johnson16-2-4.clq.ywp.depthbounded.n8.t32.r1.log
PAR,johnson16-2-4.clq,budget,1,32,31,5,10000000,1,120m,6335,5825,112,0,/cluster/YewParVCTest/results_vc_full/logs/johnson16-2-4.clq.ywp.budget.n1.t32.r1.log
PAR,johnson16-2-4.clq,budget,2,32,62,5,10000000,1,120m,7242,5880,112,0,/cluster/YewParVCTest/results_vc_full/logs/johnson16-2-4.clq.ywp.budget.n2.t32.r1.log
PAR,johnson16-2-4.clq,budget,4,32,124,5,10000000,1,120m,6983,5890,112,0,/cluster/YewParVCTest/results_vc_full/logs/johnson16-2-4.clq.ywp.budget.n4.t32.r1.log
PAR,johnson16-2-4.clq,budget,8,32,248,5,10000000,1,120m,7017,5902,112,0,/cluster/YewParVCTest/results_vc_full/logs/johnson16-2-4.clq.ywp.budget.n8.t32.r1.log
PAR,johnson16-2-4.clq,stacksteal,1,32,31,5,10000000,1,120m,734,222,112,0,/cluster/YewParVCTest/results_vc_full/logs/johnson16-2-4.clq.ywp.stacksteal.n1.t32.r1.log
PAR,johnson16-2-4.clq,stacksteal,2,32,62,5,10000000,1,120m,1185,224,112,0,/cluster/YewParVCTest/results_vc_full/logs/johnson16-2-4.clq.ywp.stacksteal.n2.t32.r1.log
PAR,johnson16-2-4.clq,stacksteal,4,32,124,5,10000000,1,120m,1680,284,112,0,/cluster/YewParVCTest/results_vc_full/logs/johnson16-2-4.clq.ywp.stacksteal.n4.t32.r1.log
PAR,johnson16-2-4.clq,stacksteal,8,32,248,5,10000000,1,120m,1170,197,112,0,/cluster/YewParVCTest/results_vc_full/logs/johnson16-2-4.clq.ywp.stacksteal.n8.t32.r1.log
PAR,p_hat1000-1.clq,depthbounded,1,32,31,5,10000000,1,120m,19029,18340,990,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat1000-1.clq.ywp.depthbounded.n1.t32.r1.log
PAR,p_hat1000-1.clq,depthbounded,2,32,62,5,10000000,1,120m,19684,18419,990,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat1000-1.clq.ywp.depthbounded.n2.t32.r1.log
PAR,p_hat1000-1.clq,depthbounded,4,32,124,5,10000000,1,120m,20000,18427,990,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat1000-1.clq.ywp.depthbounded.n4.t32.r1.log
PAR,p_hat1000-1.clq,depthbounded,8,32,248,5,10000000,1,120m,20189,18443,990,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat1000-1.clq.ywp.depthbounded.n8.t32.r1.log
PAR,p_hat1000-1.clq,budget,1,32,31,5,10000000,1,120m,20035,19326,990,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat1000-1.clq.ywp.budget.n1.t32.r1.log
PAR,p_hat1000-1.clq,budget,2,32,62,5,10000000,1,120m,20618,19390,990,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat1000-1.clq.ywp.budget.n2.t32.r1.log
PAR,p_hat1000-1.clq,budget,4,32,124,5,10000000,1,120m,21167,19432,990,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat1000-1.clq.ywp.budget.n4.t32.r1.log
PAR,p_hat1000-1.clq,budget,8,32,248,5,10000000,1,120m,21193,19439,990,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat1000-1.clq.ywp.budget.n8.t32.r1.log
PAR,p_hat1000-1.clq,stacksteal,1,32,31,5,10000000,1,120m,1781,1057,990,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat1000-1.clq.ywp.stacksteal.n1.t32.r1.log
PAR,p_hat1000-1.clq,stacksteal,2,32,62,5,10000000,1,120m,2041,928,990,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat1000-1.clq.ywp.stacksteal.n2.t32.r1.log
PAR,p_hat1000-1.clq,stacksteal,4,32,124,5,10000000,1,120m,2196,1048,990,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat1000-1.clq.ywp.stacksteal.n4.t32.r1.log
PAR,p_hat1000-1.clq,stacksteal,8,32,248,5,10000000,1,120m,2103,937,990,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat1000-1.clq.ywp.stacksteal.n8.t32.r1.log
PAR,p_hat300-1.clq,depthbounded,1,32,31,5,10000000,1,120m,601,64,292,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-1.clq.ywp.depthbounded.n1.t32.r1.log
PAR,p_hat300-1.clq,depthbounded,2,32,62,5,10000000,1,120m,1073,127,292,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-1.clq.ywp.depthbounded.n2.t32.r1.log
PAR,p_hat300-1.clq,depthbounded,4,32,124,5,10000000,1,120m,1074,125,292,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-1.clq.ywp.depthbounded.n4.t32.r1.log
PAR,p_hat300-1.clq,depthbounded,8,32,248,5,10000000,1,120m,1142,171,292,0,/cluster/YewParVCTest/results_vc_full/logs/p_hat300-1.clq.ywp.depthbounded.n8.t32.r1.log
