CPU Time (Before collecting metrics) 35
Accumulated time at depth 1803 0s
Accumulated time at depth 1804 0s
Accumulated time at depth 1805 0s
Accumulated time at depth 1806 0s
Accumulated time at depth 1807 0s
Accumulated time at depth 1808 0s
Accumulated time at depth 1809 0s
Accumulated time at depth 1810 0s
Accumulated time at depth 1811 0s
Accumulated time at depth 1812 0s
Accumulated time at depth 1813 0s
Accumulated time at depth 1814 0s
Accumulated time at depth 1815 0s
Accumulated time at depth 1816 0s
Accumulated time at depth 1817 0s
Accumulated time at depth 1818 0s
Accumulated time at depth 1819 0s
Accumulated time at depth 1820 0s
Accumulated time at depth 1821 0s
Accumulated time at depth 1822 0s
Accumulated time at depth 1823 0s
Accumulated time at depth 1824 0s
Accumulated time at depth 1825 0s
Accumulated time at depth 1826 0s
Accumulated time at depth 1827 0s
Accumulated time at depth 1828 0s
Accumulated time at depth 1829 0s
Accumulated time at depth 1830 0s
Accumulated time at depth 1831 0s
Accumulated time at depth 1832 0s
Accumulated time at depth 1833 0s
Accumulated time at depth 1834 0s
Accumulated time at depth 1835 0s
Accumulated time at depth 1836 0s
Accumulated time at depth 1837 0s
Accumulated time at depth 1838 0s
Accumulated time at depth 1839 0s
Accumulated time at depth 1840 0s
Accumulated time at depth 1841 0s
Accumulated time at depth 1842 0s
Accumulated time at depth 1843 0s
Accumulated time at depth 1844 0s
Accumulated time at depth 1845 0s
Accumulated time at depth 1846 0s
Accumulated time at depth 1847 0s
Accumulated time at depth 1848 0s
Accumulated time at depth 1849 0s
Accumulated time at depth 1850 0s
Accumulated time at depth 1851 0s
Accumulated time at depth 1852 0s
Accumulated time at depth 1853 0s
Accumulated time at depth 1854 0s
Accumulated time at depth 1855 0s
Accumulated time at depth 1856 0s
Accumulated time at depth 1857 0s
Accumulated time at depth 1858 0s
Accumulated time at depth 1859 0s
Accumulated time at depth 1860 0s
Accumulated time at depth 1861 0s
Accumulated time at depth 1862 0s
Accumulated time at depth 1863 0s
Accumulated time at depth 1864 0s
Accumulated time at depth 1865 0s
Accumulated time at depth 1866 0s
Accumulated time at depth 1867 0s
Accumulated time at depth 1868 0s
Accumulated time at depth 1869 0s
Accumulated time at depth 1870 0s
Accumulated time at depth 1871 0s
Accumulated time at depth 1872 0s
Accumulated time at depth 1873 0s
Accumulated time at depth 1874 0s
Accumulated time at depth 1875 0s
Accumulated time at depth 1876 0s
Accumulated time at depth 1877 0s
Accumulated time at depth 1878 0s
Accumulated time at depth 1879 0s
Accumulated time at depth 1880 0s
Accumulated time at depth 1881 0s
Accumulated time at depth 1882 0s
Accumulated time at depth 1883 0s
Accumulated time at depth 1884 0s
Accumulated time at depth 1885 0s
Accumulated time at depth 1886 0s
Accumulated time at depth 1887 0s
Accumulated time at depth 1888 0s
Accumulated time at depth 1889 0s
Accumulated time at depth 1890 0s
Accumulated time at depth 1891 0s
Accumulated time at depth 1892 0s
Accumulated time at depth 1893 0s
Accumulated time at depth 1894 0s
Accumulated time at depth 1895 0s
Accumulated time at depth 1896 0s
Accumulated time at depth 1897 0s
Accumulated time at depth 1898 0s
Accumulated time at depth 1899 0s
Accumulated time at depth 1900 0s
Accumulated time at depth 1901 0s
Accumulated time at depth 1902 0s
Accumulated time at depth 1903 0s
Accumulated time at depth 1904 0s
Accumulated time at depth 1905 0s
Accumulated time at depth 1906 0s
Accumulated time at depth 1907 0s
Accumulated time at depth 1908 0s
Accumulated time at depth 1909 0s
Accumulated time at depth 1910 0s
Accumulated time at depth 1911 0s
Accumulated time at depth 1912 0s
Accumulated time at depth 1913 0s
Accumulated time at depth 1914 0s
Accumulated time at depth 1915 0s
Accumulated time at depth 1916 0s
Accumulated time at depth 1917 0s
Accumulated time at depth 1918 0s
Accumulated time at depth 1919 0s
Accumulated time at depth 1920 0s
Accumulated time at depth 1921 0s
Accumulated time at depth 1922 0s
Accumulated time at depth 1923 0s
Accumulated time at depth 1924 0s
Accumulated time at depth 1925 0s
Accumulated time at depth 1926 0s
Accumulated time at depth 1927 0s
Accumulated time at depth 1928 0s
Accumulated time at depth 1929 0s
Accumulated time at depth 1930 0s
Accumulated time at depth 1931 0s
Accumulated time at depth 1932 0s
Accumulated time at depth 1933 0s
Accumulated time at depth 1934 0s
Accumulated time at depth 1935 0s
Accumulated time at depth 1936 0s
Accumulated time at depth 1937 0s
Accumulated time at depth 1938 0s
Accumulated time at depth 1939 0s
Accumulated time at depth 1940 0s
Accumulated time at depth 1941 0s
Accumulated time at depth 1942 0s
Accumulated time at depth 1943 0s
Accumulated time at depth 1944 0s
Accumulated time at depth 1945 0s
Accumulated time at depth 1946 0s
Accumulated time at depth 1947 0s
Accumulated time at depth 1948 0s
Accumulated time at depth 1949 0s
Accumulated time at depth 1950 0s
Accumulated time at depth 1951 0s
Accumulated time at depth 1952 0s
Accumulated time at depth 1953 0s
Accumulated time at depth 1954 0s
Accumulated time at depth 1955 0s
Accumulated time at depth 1956 0s
Accumulated time at depth 1957 0s
Accumulated time at depth 1958 0s
Accumulated time at depth 1959 0s
Accumulated time at depth 1960 0s
Accumulated time at depth 1961 0s
Accumulated time at depth 1962 0s
Accumulated time at depth 1963 0s
Accumulated time at depth 1964 0s
Accumulated time at depth 1965 0s
Accumulated time at depth 1966 0s
Accumulated time at depth 1967 0s
Accumulated time at depth 1968 0s
Accumulated time at depth 1969 0s
Accumulated time at depth 1970 0s
Accumulated time at depth 1971 0s
Accumulated time at depth 1972 0s
Accumulated time at depth 1973 0s
Accumulated time at depth 1974 0s
Accumulated time at depth 1975 0s
Accumulated time at depth 1976 0s
Accumulated time at depth 1977 0s
Accumulated time at depth 1978 0s
Accumulated time at depth 1979 0s
Accumulated time at depth 1980 0s
Accumulated time at depth 1981 0s
Accumulated time at depth 1982 0s
Accumulated time at depth 1983 0s
Accumulated time at depth 1984 0s
Accumulated time at depth 1985 0s
Accumulated time at depth 1986 0s
Accumulated time at depth 1987 0s
Accumulated time at depth 1988 0s
Accumulated time at depth 1989 0s
Accumulated time at depth 1990 0s
Accumulated time at depth 1991 0s
Accumulated time at depth 1992 0s
Accumulated time at depth 1993 0s
Accumulated time at depth 1994 0s
Accumulated time at depth 1995 0s
Accumulated time at depth 1996 0s
Accumulated time at depth 1997 0s
Accumulated time at depth 1998 0s
Accumulated time at depth 1999 0s
Accumulated time at depth 2000 0s
Accumulated time at depth 2001 0s
Accumulated time at depth 2002 0s
Accumulated time at depth 2003 0s
Accumulated time at depth 2004 0s
Accumulated time at depth 2005 0s
Accumulated time at depth 2006 0s
Accumulated time at depth 2007 0s
Accumulated time at depth 2008 0s
Accumulated time at depth 2009 0s
Accumulated time at depth 2010 0s
Accumulated time at depth 2011 0s
Accumulated time at depth 2012 0s
Accumulated time at depth 2013 0s
Accumulated time at depth 2014 0s
Accumulated time at depth 2015 0s
Accumulated time at depth 2016 0s
Accumulated time at depth 2017 0s
Accumulated time at depth 2018 0s
Accumulated time at depth 2019 0s
Accumulated time at depth 2020 0s
Accumulated time at depth 2021 0s
Accumulated time at depth 2022 0s
Accumulated time at depth 2023 0s
Accumulated time at depth 2024 0s
Accumulated time at depth 2025 0s
Accumulated time at depth 2026 0s
Accumulated time at depth 2027 0s
Accumulated time at depth 2028 0s
Accumulated time at depth 2029 0s
Accumulated time at depth 2030 0s
Accumulated time at depth 2031 0s
Accumulated time at depth 2032 0s
Accumulated time at depth 2033 0s
Accumulated time at depth 2034 0s
Accumulated time at depth 2035 0s
Accumulated time at depth 2036 0s
Accumulated time at depth 2037 0s
Accumulated time at depth 2038 0s
Accumulated time at depth 2039 0s
Accumulated time at depth 2040 0s
Accumulated time at depth 2041 0s
Accumulated time at depth 2042 0s
Accumulated time at depth 2043 0s
Accumulated time at depth 2044 0s
Accumulated time at depth 2045 0s
Accumulated time at depth 2046 0s
Accumulated time at depth 2047 0s
Accumulated time at depth 2048 0s
Accumulated time at depth 2049 0s
Accumulated time at depth 2050 0s
Accumulated time at depth 2051 0s
Accumulated time at depth 2052 0s
Accumulated time at depth 2053 0s
Accumulated time at depth 2054 0s
Accumulated time at depth 2055 0s
Accumulated time at depth 2056 0s
Accumulated time at depth 2057 0s
Accumulated time at depth 2058 0s
Accumulated time at depth 2059 0s
Accumulated time at depth 2060 0s
Accumulated time at depth 2061 0s
Accumulated time at depth 2062 0s
Accumulated time at depth 2063 0s
Accumulated time at depth 2064 0s
Accumulated time at depth 2065 0s
Accumulated time at depth 2066 0s
Accumulated time at depth 2067 0s
Accumulated time at depth 2068 0s
Accumulated time at depth 2069 0s
Accumulated time at depth 2070 0s
Accumulated time at depth 2071 0s
Accumulated time at depth 2072 0s
Accumulated time at depth 2073 0s
Accumulated time at depth 2074 0s
Accumulated time at depth 2075 0s
Accumulated time at depth 2076 0s
Accumulated time at depth 2077 0s
Accumulated time at depth 2078 0s
Accumulated time at depth 2079 0s
Accumulated time at depth 2080 0s
Accumulated time at depth 2081 0s
Accumulated time at depth 2082 0s
Accumulated time at depth 2083 0s
Accumulated time at depth 2084 0s
Accumulated time at depth 2085 0s
Accumulated time at depth 2086 0s
Accumulated time at depth 2087 0s
Accumulated time at depth 2088 0s
Accumulated time at depth 2089 0s
Accumulated time at depth 2090 0s
Accumulated time at depth 2091 0s
Accumulated time at depth 2092 0s
Accumulated time at depth 2093 0s
Accumulated time at depth 2094 0s
Accumulated time at depth 2095 0s
Accumulated time at depth 2096 0s
Accumulated time at depth 2097 0s
Accumulated time at depth 2098 0s
Accumulated time at depth 2099 0s
Accumulated time at depth 2100 0s
Accumulated time at depth 2101 0s
Accumulated time at depth 2102 0s
Accumulated time at depth 2103 0s
Accumulated time at depth 2104 0s
Accumulated time at depth 2105 0s
Accumulated time at depth 2106 0s
Accumulated time at depth 2107 0s
Accumulated time at depth 2108 0s
Accumulated time at depth 2109 0s
Accumulated time at depth 2110 0s
Accumulated time at depth 2111 0s
Accumulated time at depth 2112 0s
Accumulated time at depth 2113 0s
Accumulated time at depth 2114 0s
Accumulated time at depth 2115 0s
Accumulated time at depth 2116 0s
Accumulated time at depth 2117 0s
Accumulated time at depth 2118 0s
Accumulated time at depth 2119 0s
Accumulated time at depth 2120 0s
Accumulated time at depth 2121 0s
Accumulated time at depth 2122 0s
Accumulated time at depth 2123 0s
Accumulated time at depth 2124 0s
Accumulated time at depth 2125 0s
Accumulated time at depth 2126 0s
Accumulated time at depth 2127 0s
Accumulated time at depth 2128 0s
Accumulated time at depth 2129 0s
Accumulated time at depth 2130 0s
Accumulated time at depth 2131 0s
Accumulated time at depth 2132 0s
Accumulated time at depth 2133 0s
Accumulated time at depth 2134 0s
Accumulated time at depth 2135 0s
Accumulated time at depth 2136 0s
Accumulated time at depth 2137 0s
Accumulated time at depth 2138 0s
Accumulated time at depth 2139 0s
Accumulated time at depth 2140 0s
Accumulated time at depth 2141 0s
Accumulated time at depth 2142 0s
Accumulated time at depth 2143 0s
Accumulated time at depth 2144 0s
Accumulated time at depth 2145 0s
Accumulated time at depth 2146 0s
Accumulated time at depth 2147 0s
Accumulated time at depth 2148 0s
Accumulated time at depth 2149 0s
Accumulated time at depth 2150 0s
Accumulated time at depth 2151 0s
Accumulated time at depth 2152 0s
Accumulated time at depth 2153 0s
Accumulated time at depth 2154 0s
Accumulated time at depth 2155 0s
Accumulated time at depth 2156 0s
Accumulated time at depth 2157 0s
Accumulated time at depth 2158 0s
Accumulated time at depth 2159 0s
Accumulated time at depth 2160 0s
Accumulated time at depth 2161 0s
Accumulated time at depth 2162 0s
Accumulated time at depth 2163 0s
Accumulated time at depth 2164 0s
Accumulated time at depth 2165 0s
Accumulated time at depth 2166 0s
Accumulated time at depth 2167 0s
Accumulated time at depth 2168 0s
Accumulated time at depth 2169 0s
Accumulated time at depth 2170 0s
Accumulated time at depth 2171 0s
Accumulated time at depth 2172 0s
Accumulated time at depth 2173 0s
Accumulated time at depth 2174 0s
Accumulated time at depth 2175 0s
Accumulated time at depth 2176 0s
Accumulated time at depth 2177 0s
Accumulated time at depth 2178 0s
Accumulated time at depth 2179 0s
Accumulated time at depth 2180 0s
Accumulated time at depth 2181 0s
Accumulated time at depth 2182 0s
Accumulated time at depth 2183 0s
Accumulated time at depth 2184 0s
Accumulated time at depth 2185 0s
Accumulated time at depth 2186 0s
Accumulated time at depth 2187 0s
Accumulated time at depth 2188 0s
Accumulated time at depth 2189 0s
Accumulated time at depth 2190 0s
Accumulated time at depth 2191 0s
Accumulated time at depth 2192 0s
Accumulated time at depth 2193 0s
Accumulated time at depth 2194 0s
Accumulated time at depth 2195 0s
Accumulated time at depth 2196 0s
Accumulated time at depth 2197 0s
Accumulated time at depth 2198 0s
Accumulated time at depth 2199 0s
Accumulated time at depth 2200 0s
Accumulated time at depth 2201 0s
Accumulated time at depth 2202 0s
Accumulated time at depth 2203 0s
Accumulated time at depth 2204 0s
Accumulated time at depth 2205 0s
Accumulated time at depth 2206 0s
Accumulated time at depth 2207 0s
Accumulated time at depth 2208 0s
Accumulated time at depth 2209 0s
Accumulated time at depth 2210 0s
Accumulated time at depth 2211 0s
Accumulated time at depth 2212 0s
Accumulated time at depth 2213 0s
Accumulated time at depth 2214 0s
Accumulated time at depth 2215 0s
Accumulated time at depth 2216 0s
Accumulated time at depth 2217 0s
Accumulated time at depth 2218 0s
Accumulated time at depth 2219 0s
Accumulated time at depth 2220 0s
Accumulated time at depth 2221 0s
Accumulated time at depth 2222 0s
Accumulated time at depth 2223 0s
Accumulated time at depth 2224 0s
Accumulated time at depth 2225 0s
Accumulated time at depth 2226 0s
Accumulated time at depth 2227 0s
Accumulated time at depth 2228 0s
Accumulated time at depth 2229 0s
Accumulated time at depth 2230 0s
Accumulated time at depth 2231 0s
Accumulated time at depth 2232 0s
Accumulated time at depth 2233 0s
Accumulated time at depth 2234 0s
Accumulated time at depth 2235 0s
Accumulated time at depth 2236 0s
Accumulated time at depth 2237 0s
Accumulated time at depth 2238 0s
Accumulated time at depth 2239 0s
Accumulated time at depth 2240 0s
Accumulated time at depth 2241 0s
Accumulated time at depth 2242 0s
Accumulated time at depth 2243 0s
Accumulated time at depth 2244 0s
Accumulated time at depth 2245 0s
Accumulated time at depth 2246 0s
Accumulated time at depth 2247 0s
Accumulated time at depth 2248 0s
Accumulated time at depth 2249 0s
Accumulated time at depth 2250 0s
Accumulated time at depth 2251 0s
Accumulated time at depth 2252 0s
Accumulated time at depth 2253 0s
Accumulated time at depth 2254 0s
Accumulated time at depth 2255 0s
Accumulated time at depth 2256 0s
Accumulated time at depth 2257 0s
Accumulated time at depth 2258 0s
Accumulated time at depth 2259 0s
Accumulated time at depth 2260 0s
Accumulated time at depth 2261 0s
Accumulated time at depth 2262 0s
Accumulated time at depth 2263 0s
Accumulated time at depth 2264 0s
Accumulated time at depth 2265 0s
Accumulated time at depth 2266 0s
Accumulated time at depth 2267 0s
Accumulated time at depth 2268 0s
Accumulated time at depth 2269 0s
Accumulated time at depth 2270 0s
Accumulated time at depth 2271 0s
Accumulated time at depth 2272 0s
Accumulated time at depth 2273 0s
Accumulated time at depth 2274 0s
Accumulated time at depth 2275 0s
Accumulated time at depth 2276 0s
Accumulated time at depth 2277 0s
Accumulated time at depth 2278 0s
Accumulated time at depth 2279 0s
Accumulated time at depth 2280 0s
Accumulated time at depth 2281 0s
Accumulated time at depth 2282 0s
Accumulated time at depth 2283 0s
Accumulated time at depth 2284 0s
Accumulated time at depth 2285 0s
Accumulated time at depth 2286 0s
Accumulated time at depth 2287 0s
Accumulated time at depth 2288 0s
Accumulated time at depth 2289 0s
Accumulated time at depth 2290 0s
Accumulated time at depth 2291 0s
Accumulated time at depth 2292 0s
Accumulated time at depth 2293 0s
Accumulated time at depth 2294 0s
Accumulated time at depth 2295 0s
Accumulated time at depth 2296 0s
Accumulated time at depth 2297 0s
Accumulated time at depth 2298 0s
Accumulated time at depth 2299 0s
Accumulated time at depth 2300 0s
Accumulated time at depth 2301 0s
Accumulated time at depth 2302 0s
Accumulated time at depth 2303 0s
Accumulated time at depth 2304 0s
Accumulated time at depth 2305 0s
Accumulated time at depth 2306 0s
Accumulated time at depth 2307 0s
Accumulated time at depth 2308 0s
Accumulated time at depth 2309 0s
Accumulated time at depth 2310 0s
Accumulated time at depth 2311 0s
Accumulated time at depth 2312 0s
Accumulated time at depth 2313 0s
Accumulated time at depth 2314 0s
Accumulated time at depth 2315 0s
Accumulated time at depth 2316 0s
Accumulated time at depth 2317 0s
Accumulated time at depth 2318 0s
Accumulated time at depth 2319 0s
Accumulated time at depth 2320 0s
Accumulated time at depth 2321 0s
Accumulated time at depth 2322 0s
Accumulated time at depth 2323 0s
Accumulated time at depth 2324 0s
Accumulated time at depth 2325 0s
Accumulated time at depth 2326 0s
Accumulated time at depth 2327 0s
Accumulated time at depth 2328 0s
Accumulated time at depth 2329 0s
Accumulated time at depth 2330 0s
Accumulated time at depth 2331 0s
Accumulated time at depth 2332 0s
Accumulated time at depth 2333 0s
Accumulated time at depth 2334 0s
Accumulated time at depth 2335 0s
Accumulated time at depth 2336 0s
Accumulated time at depth 2337 0s
Accumulated time at depth 2338 0s
Accumulated time at depth 2339 0s
Accumulated time at depth 2340 0s
Accumulated time at depth 2341 0s
Accumulated time at depth 2342 0s
Accumulated time at depth 2343 0s
Accumulated time at depth 2344 0s
Accumulated time at depth 2345 0s
Accumulated time at depth 2346 0s
Accumulated time at depth 2347 0s
Accumulated time at depth 2348 0s
Accumulated time at depth 2349 0s
Accumulated time at depth 2350 0s
Accumulated time at depth 2351 0s
Accumulated time at depth 2352 0s
Accumulated time at depth 2353 0s
Accumulated time at depth 2354 0s
Accumulated time at depth 2355 0s
Accumulated time at depth 2356 0s
Accumulated time at depth 2357 0s
Accumulated time at depth 2358 0s
Accumulated time at depth 2359 0s
Accumulated time at depth 2360 0s
Accumulated time at depth 2361 0s
Accumulated time at depth 2362 0s
Accumulated time at depth 2363 0s
Accumulated time at depth 2364 0s
Accumulated time at depth 2365 0s
Accumulated time at depth 2366 0s
Accumulated time at depth 2367 0s
Accumulated time at depth 2368 0s
Accumulated time at depth 2369 0s
Accumulated time at depth 2370 0s
Accumulated time at depth 2371 0s
Accumulated time at depth 2372 0s
Accumulated time at depth 2373 0s
Accumulated time at depth 2374 0s
Accumulated time at depth 2375 0s
Accumulated time at depth 2376 0s
Accumulated time at depth 2377 0s
Accumulated time at depth 2378 0s
Accumulated time at depth 2379 0s
Accumulated time at depth 2380 0s
Accumulated time at depth 2381 0s
Accumulated time at depth 2382 0s
Accumulated time at depth 2383 0s
Accumulated time at depth 2384 0s
Accumulated time at depth 2385 0s
Accumulated time at depth 2386 0s
Accumulated time at depth 2387 0s
Accumulated time at depth 2388 0s
Accumulated time at depth 2389 0s
Accumulated time at depth 2390 0s
Accumulated time at depth 2391 0s
Accumulated time at depth 2392 0s
Accumulated time at depth 2393 0s
Accumulated time at depth 2394 0s
Accumulated time at depth 2395 0s
Accumulated time at depth 2396 0s
Accumulated time at depth 2397 0s
Accumulated time at depth 2398 0s
Accumulated time at depth 2399 0s
Accumulated time at depth 2400 0s
Accumulated time at depth 2401 0s
Accumulated time at depth 2402 0s
Accumulated time at depth 2403 0s
Accumulated time at depth 2404 0s
Accumulated time at depth 2405 0s
Accumulated time at depth 2406 0s
Accumulated time at depth 2407 0s
Accumulated time at depth 2408 0s
Accumulated time at depth 2409 0s
Accumulated time at depth 2410 0s
Accumulated time at depth 2411 0s
Accumulated time at depth 2412 0s
Accumulated time at depth 2413 0s
Accumulated time at depth 2414 0s
Accumulated time at depth 2415 0s
Accumulated time at depth 2416 0s
Accumulated time at depth 2417 0s
Accumulated time at depth 2418 0s
Accumulated time at depth 2419 0s
Accumulated time at depth 2420 0s
Accumulated time at depth 2421 0s
Accumulated time at depth 2422 0s
Accumulated time at depth 2423 0s
Accumulated time at depth 2424 0s
Accumulated time at depth 2425 0s
Accumulated time at depth 2426 0s
Accumulated time at depth 2427 0s
Accumulated time at depth 2428 0s
Accumulated time at depth 2429 0s
Accumulated time at depth 2430 0s
Accumulated time at depth 2431 0s
Accumulated time at depth 2432 0s
Accumulated time at depth 2433 0s
Accumulated time at depth 2434 0s
Accumulated time at depth 2435 0s
Accumulated time at depth 2436 0s
Accumulated time at depth 2437 0s
Accumulated time at depth 2438 0s
Accumulated time at depth 2439 0s
Accumulated time at depth 2440 0s
Accumulated time at depth 2441 0s
Accumulated time at depth 2442 0s
Accumulated time at depth 2443 0s
Accumulated time at depth 2444 0s
Accumulated time at depth 2445 0s
Accumulated time at depth 2446 0s
Accumulated time at depth 2447 0s
Accumulated time at depth 2448 0s
Accumulated time at depth 2449 0s
Accumulated time at depth 2450 0s
Accumulated time at depth 2451 0s
Accumulated time at depth 2452 0s
Accumulated time at depth 2453 0s
Accumulated time at depth 2454 0s
Accumulated time at depth 2455 0s
Accumulated time at depth 2456 0s
Accumulated time at depth 2457 0s
Accumulated time at depth 2458 0s
Accumulated time at depth 2459 0s
Accumulated time at depth 2460 0s
Accumulated time at depth 2461 0s
Accumulated time at depth 2462 0s
Accumulated time at depth 2463 0s
Accumulated time at depth 2464 0s
Accumulated time at depth 2465 0s
Accumulated time at depth 2466 0s
Accumulated time at depth 2467 0s
Accumulated time at depth 2468 0s
Accumulated time at depth 2469 0s
Accumulated time at depth 2470 0s
Accumulated time at depth 2471 0s
Accumulated time at depth 2472 0s
Accumulated time at depth 2473 0s
Accumulated time at depth 2474 0s
Accumulated time at depth 2475 0s
Accumulated time at depth 2476 0s
Accumulated time at depth 2477 0s
Accumulated time at depth 2478 0s
Accumulated time at depth 2479 0s
Accumulated time at depth 2480 0s
Accumulated time at depth 2481 0s
Accumulated time at depth 2482 0s
Accumulated time at depth 2483 0s
Accumulated time at depth 2484 0s
Accumulated time at depth 2485 0s
Accumulated time at depth 2486 0s
Accumulated time at depth 2487 0s
Accumulated time at depth 2488 0s
Accumulated time at depth 2489 0s
Accumulated time at depth 2490 0s
Accumulated time at depth 2491 0s
Accumulated time at depth 2492 0s
Accumulated time at depth 2493 0s
Accumulated time at depth 2494 0s
Accumulated time at depth 2495 0s
Accumulated time at depth 2496 0s
Accumulated time at depth 2497 0s
Accumulated time at depth 2498 0s
Accumulated time at depth 2499 0s
Accumulated time at depth 2500 0s
Accumulated time at depth 2501 0s
Accumulated time at depth 2502 0s
Accumulated time at depth 2503 0s
Accumulated time at depth 2504 0s
Accumulated time at depth 2505 0s
Accumulated time at depth 2506 0s
Accumulated time at depth 2507 0s
Accumulated time at depth 2508 0s
Accumulated time at depth 2509 0s
Accumulated time at depth 2510 0s
Accumulated time at depth 2511 0s
Accumulated time at depth 2512 0s
Accumulated time at depth 2513 0s
Accumulated time at depth 2514 0s
Accumulated time at depth 2515 0s
Accumulated time at depth 2516 0s
Accumulated time at depth 2517 0s
Accumulated time at depth 2518 0s
Accumulated time at depth 2519 0s
Accumulated time at depth 2520 0s
Accumulated time at depth 2521 0s
Accumulated time at depth 2522 0s
Accumulated time at depth 2523 0s
Accumulated time at depth 2524 0s
Accumulated time at depth 2525 0s
Accumulated time at depth 2526 0s
Accumulated time at depth 2527 0s
Accumulated time at depth 2528 0s
Accumulated time at depth 2529 0s
Accumulated time at depth 2530 0s
Accumulated time at depth 2531 0s
Accumulated time at depth 2532 0s
Accumulated time at depth 2533 0s
Accumulated time at depth 2534 0s
Accumulated time at depth 2535 0s
Accumulated time at depth 2536 0s
Accumulated time at depth 2537 0s
Accumulated time at depth 2538 0s
Accumulated time at depth 2539 0s
Accumulated time at depth 2540 0s
Accumulated time at depth 2541 0s
Accumulated time at depth 2542 0s
Accumulated time at depth 2543 0s
Accumulated time at depth 2544 0s
Accumulated time at depth 2545 0s
Accumulated time at depth 2546 0s
Accumulated time at depth 2547 0s
Accumulated time at depth 2548 0s
Accumulated time at depth 2549 0s
Accumulated time at depth 2550 0s
Accumulated time at depth 2551 0s
Accumulated time at depth 2552 0s
Accumulated time at depth 2553 0s
Accumulated time at depth 2554 0s
Accumulated time at depth 2555 0s
Accumulated time at depth 2556 0s
Accumulated time at depth 2557 0s
Accumulated time at depth 2558 0s
Accumulated time at depth 2559 0s
Accumulated time at depth 2560 0s
Accumulated time at depth 2561 0s
Accumulated time at depth 2562 0s
Accumulated time at depth 2563 0s
Accumulated time at depth 2564 0s
Accumulated time at depth 2565 0s
Accumulated time at depth 2566 0s
Accumulated time at depth 2567 0s
Accumulated time at depth 2568 0s
Accumulated time at depth 2569 0s
Accumulated time at depth 2570 0s
Accumulated time at depth 2571 0s
Accumulated time at depth 2572 0s
Accumulated time at depth 2573 0s
Accumulated time at depth 2574 0s
Accumulated time at depth 2575 0s
Accumulated time at depth 2576 0s
Accumulated time at depth 2577 0s
Accumulated time at depth 2578 0s
Accumulated time at depth 2579 0s
Accumulated time at depth 2580 0s
Accumulated time at depth 2581 0s
Accumulated time at depth 2582 0s
Accumulated time at depth 2583 0s
Accumulated time at depth 2584 0s
Accumulated time at depth 2585 0s
Accumulated time at depth 2586 0s
Accumulated time at depth 2587 0s
Accumulated time at depth 2588 0s
Accumulated time at depth 2589 0s
Accumulated time at depth 2590 0s
Accumulated time at depth 2591 0s
Accumulated time at depth 2592 0s
Accumulated time at depth 2593 0s
Accumulated time at depth 2594 0s
Accumulated time at depth 2595 0s
Accumulated time at depth 2596 0s
Accumulated time at depth 2597 0s
Accumulated time at depth 2598 0s
Accumulated time at depth 2599 0s
Accumulated time at depth 2600 0s
Accumulated time at depth 2601 0s
Accumulated time at depth 2602 0s
Accumulated time at depth 2603 0s
Accumulated time at depth 2604 0s
Accumulated time at depth 2605 0s
Accumulated time at depth 2606 0s
Accumulated time at depth 2607 0s
Accumulated time at depth 2608 0s
Accumulated time at depth 2609 0s
Accumulated time at depth 2610 0s
Accumulated time at depth 2611 0s
Accumulated time at depth 2612 0s
Accumulated time at depth 2613 0s
Accumulated time at depth 2614 0s
Accumulated time at depth 2615 0s
Accumulated time at depth 2616 0s
Accumulated time at depth 2617 0s
Accumulated time at depth 2618 0s
Accumulated time at depth 2619 0s
Accumulated time at depth 2620 0s
Accumulated time at depth 2621 0s
Accumulated time at depth 2622 0s
Accumulated time at depth 2623 0s
Accumulated time at depth 2624 0s
Accumulated time at depth 2625 0s
Accumulated time at depth 2626 0s
Accumulated time at depth 2627 0s
Accumulated time at depth 2628 0s
Accumulated time at depth 2629 0s
Accumulated time at depth 2630 0s
Accumulated time at depth 2631 0s
Accumulated time at depth 2632 0s
Accumulated time at depth 2633 0s
Accumulated time at depth 2634 0s
Accumulated time at depth 2635 0s
Accumulated time at depth 2636 0s
Accumulated time at depth 2637 0s
Accumulated time at depth 2638 0s
Accumulated time at depth 2639 0s
Accumulated time at depth 2640 0s
Accumulated time at depth 2641 0s
Accumulated time at depth 2642 0s
Accumulated time at depth 2643 0s
Accumulated time at depth 2644 0s
Accumulated time at depth 2645 0s
Accumulated time at depth 2646 0s
Accumulated time at depth 2647 0s
Accumulated time at depth 2648 0s
Accumulated time at depth 2649 0s
Accumulated time at depth 2650 0s
Accumulated time at depth 2651 0s
Accumulated time at depth 2652 0s
Accumulated time at depth 2653 0s
Accumulated time at depth 2654 0s
Accumulated time at depth 2655 0s
Accumulated time at depth 2656 0s
Accumulated time at depth 2657 0s
Accumulated time at depth 2658 0s
Accumulated time at depth 2659 0s
Accumulated time at depth 2660 0s
Accumulated time at depth 2661 0s
Accumulated time at depth 2662 0s
Accumulated time at depth 2663 0s
Accumulated time at depth 2664 0s
Accumulated time at depth 2665 0s
Accumulated time at depth 2666 0s
Accumulated time at depth 2667 0s
Accumulated time at depth 2668 0s
Accumulated time at depth 2669 0s
Accumulated time at depth 2670 0s
Accumulated time at depth 2671 0s
Accumulated time at depth 2672 0s
Accumulated time at depth 2673 0s
Accumulated time at depth 2674 0s
Accumulated time at depth 2675 0s
